Prey-Id,SA Date-Time,Signal Time,Spider-Id,Distance From Spider,Trip No

o_w_1,2019-04-14 09:13:00,2019-04-14 09:13:00,2.0,5.68,1.0

rd_end_south,2019-04-14 09:23:00,2019-04-14 09:23:00,0,3.31,1.0

b_rd,2019-04-14 09:30:00,2019-04-14 09:30:00,0,0.0,1.0

w_gy2,2019-04-14 10:29:00,2019-04-14 10:29:00,1,3.16,1.0

b_rt,2019-04-14 10:36:00,2019-04-14 10:36:00,2.0,5.3,1.0

b_tt_3,2019-04-14 10:37:00,2019-04-14 10:37:00,1.0,11.6,1.0

y_rt,2019-04-14 10:47:00,2019-04-14 10:47:00,2,4.99,1.0

w_rt,2019-04-14 11:07:00,2019-04-14 11:07:00,2,0.0,1.0

b_tt_2,2019-04-14 11:11:00,2019-04-14 11:11:00,2.0,6.48,1.0

o_w_2,2019-04-14 11:19:00,2019-04-14 11:19:00,1,5.13,1.0

rh_end_tt_2,2019-04-14 11:37:00,2019-04-14 11:37:00,0,4.83,1.0

b_gy2,2019-04-14 11:44:00,2019-04-14 11:44:00,1,7.06,1.0

b_tt_2_dupe,2019-04-14 11:49:00,2019-04-14 11:49:00,2,3.05,1.0

b_rd_dupe,2019-04-14 12:14:00,2019-04-14 12:14:00,2,9.13,1.0

b_tt_2,2019-04-14 12:20:00,2019-04-14 12:20:00,2,7.63,1.0

o_rs,2019-04-14 12:21:00,2019-04-14 12:21:00,1,2.03,1.0

rs_end_north,2019-04-14 12:51:00,2019-04-14 12:51:00,1,10.96,1.0

b_rh,2019-04-14 12:57:00,2019-04-14 12:57:00,2,3.68,1.0

g_rt,2019-04-14 13:05:00,2019-04-14 13:05:00,1,9.76,1.0

b_rs,2019-04-14 13:07:00,2019-04-14 13:07:00,0,10.91,2.0

b_tt_2_dupe,2019-04-14 13:17:00,2019-04-14 13:17:00,0,10.92,2.0

bstub_w,2019-04-14 13:18:00,2019-04-14 13:18:00,2,20.95,2.0

g_rt,2019-04-14 13:25:00,2019-04-14 13:25:00,0,3.19,2.0

nature_end_west,2019-04-14 13:28:00,2019-04-14 13:28:00,2,6.98,2.0

b_v,2019-04-14 13:42:00,2019-04-14 13:42:00,2,8.99,2.0

y_rt,2019-04-14 13:46:00,2019-04-14 13:46:00,0,6.63,2.0

o_rc,2019-04-14 14:08:00,2019-04-14 14:08:00,0,5.93,2.0

b_bv,2019-04-14 14:13:00,2019-04-14 14:13:00,0,7.48,2.0

b_v,2019-04-15 06:01:00,2019-04-15 06:01:00,0,3.77,1.0

b_tt_1,2019-04-15 06:07:00,2019-04-15 06:07:00,2,8.82,1.0

w_rt,2019-04-15 06:12:00,2019-04-15 06:12:00,2,6.55,1.0

b_rd,2019-04-15 06:14:00,2019-04-15 06:14:00,0,4.93,1.0

o_rt,2019-04-15 06:28:00,2019-04-15 06:28:00,2,0.0,1.0

rd_end_south_dupe,2019-04-15 06:41:00,2019-04-15 06:41:00,0,1.5,1.0

y_rh,2019-04-15 06:42:00,2019-04-15 06:42:00,2,5.46,1.0

rd_end_north,2019-04-15 06:43:00,2019-04-15 06:43:00,1,17.21,1.0

b_bv,2019-04-15 06:54:00,2019-04-15 06:54:00,2,12.91,2.0

w_gy2,2019-04-15 06:56:00,2019-04-15 06:56:00,2,9.34,1.0

b_end_west,2019-04-15 07:01:00,2019-04-15 07:01:00,0,3.57,1.0

o_gy2,2019-04-15 07:09:00,2019-04-15 07:09:00,2,4.74,1.0

bstub_w,2019-04-15 07:29:00,2019-04-15 07:29:00,1,3.64,1.0

rd_end_south_dupe,2019-04-15 07:33:00,2019-04-15 07:33:00,0,3.06,1.0

o_w_2,2019-04-15 07:56:00,2019-04-15 07:56:00,2,5.38,1.0

w_bw,2019-04-15 08:00:00,2019-04-15 08:00:00,1,5.66,1.0

w_rs,2019-04-15 08:05:00,2019-04-15 08:05:00,2,1.84,1.0

o_rh,2019-04-15 08:06:00,2019-04-15 08:06:00,1,3.21,1.0

rh_end_tt_3,2019-04-15 08:08:00,2019-04-15 08:08:00,0,10.1,2.0

o_w_2,2019-04-15 08:16:00,2019-04-15 08:16:00,2,1.74,1.0

b_o,2019-04-15 08:17:00,2019-04-15 08:17:00,1,14.96,1.0

w_gy1,2019-04-15 08:37:00,2019-04-15 08:37:00,0.0,7.21,1.0

w_gy2,2019-04-15 08:45:00,2019-04-15 08:45:00,1,3.16,1.0

v_rs,2019-04-15 08:53:00,2019-04-15 08:53:00,1,7.37,1.0

b_rd,2019-04-15 08:55:00,2019-04-15 08:55:00,0,12.71,1.0

b_tt_2,2019-04-15 09:03:00,2019-04-15 09:03:00,0,5.28,1.0

v_rd,2019-04-15 09:05:00,2019-04-15 09:05:00,0,6.08,2.0

rt_end_south,2019-04-15 09:06:00,2019-04-15 09:06:00,2,9.62,2.0

y_rh,2019-04-15 09:08:00,2019-04-15 09:08:00,2,2.01,1.0

o_w_2,2019-04-15 09:38:00,2019-04-15 09:38:00,1,5.39,1.0

rc_end_south,2019-04-15 09:59:00,2019-04-15 09:59:00,2,5.87,1.0

rh_end_tt_4,2019-04-15 10:02:00,2019-04-15 10:02:00,0,11.43,1.0

o_y_tt_end_west,2019-04-15 10:07:00,2019-04-15 10:07:00,0,3.57,1.0

b_rt,2019-04-15 10:19:00,2019-04-15 10:19:00,0,8.49,1.0

v_end_west,2019-04-15 10:23:00,2019-04-15 10:23:00,1,17.62,1.0

b_g,2019-04-15 10:28:00,2019-04-15 10:28:00,2,9.3,2.0

b_w,2019-04-15 10:30:00,2019-04-15 10:30:00,2,3.76,2.0

v_rs,2019-04-15 10:42:00,2019-04-15 10:42:00,2,7.25,2.0

o_w_1,2019-04-15 11:08:00,2019-04-15 11:08:00,1,9.01,1.0

o_y_tt_end_west,2019-04-15 11:27:00,2019-04-15 11:27:00,1,3.64,1.0

b_rd_dupe,2019-04-15 11:34:00,2019-04-15 11:34:00,1,10.29,1.0

g_rs,2019-04-15 11:36:00,2019-04-15 11:36:00,2,1.68,2.0

v_rh,2019-04-15 11:54:00,2019-04-15 11:54:00,1,3.71,1.0

g_gy1,2019-04-15 12:06:00,2019-04-15 12:06:00,2,6.0,2.0

v_bv,2019-04-15 12:11:00,2019-04-15 12:11:00,2,5.23,2.0

rt_end_south,2019-04-15 12:23:00,2019-04-15 12:23:00,2,14.04,2.0

o_gy1,2019-04-15 12:27:00,2019-04-15 12:27:00,2,5.34,2.0

b_bv,2019-04-15 12:31:00,2019-04-15 12:31:00,2,9.63,2.0

rt_end_north,2019-04-15 12:34:00,2019-04-15 12:34:00,2,5.84,2.0

g_gy2,2019-04-15 12:45:00,2019-04-15 12:45:00,2,11.62,2.0

b_tt_3,2019-04-15 12:48:00,2019-04-15 12:48:00,2,7.68,2.0

rc_end_north,2019-04-15 12:57:00,2019-04-15 12:57:00,2,4.19,2.0

rh_end_tt_3,2019-04-15 13:20:00,2019-04-15 13:20:00,0,17.21,2.0

w_bw,2019-04-15 13:33:00,2019-04-15 13:33:00,0,5.2,2.0

nature_end_west,2019-04-15 13:35:00,2019-04-15 13:35:00,0,6.98,2.0

v_rd,2019-04-15 13:54:00,2019-04-15 13:54:00,0,10.97,2.0

b_tt_2,2019-04-16 06:09:00,2019-04-16 06:09:00,2,6.85,1.0

o_y_tt_end_west,2019-04-16 06:10:00,2019-04-16 06:10:00,0,5.22,1.0

w_rs,2019-04-16 06:16:00,2019-04-16 06:16:00,1,1.6,1.0

v_rc,2019-04-16 06:20:00,2019-04-16 06:20:00,2,5.62,1.0

o_w_2,2019-04-16 06:23:00,2019-04-16 06:23:00,1,3.52,1.0

b_g,2019-04-16 06:29:00,2019-04-16 06:29:00,1,3.36,1.0

b_tt_1,2019-04-16 06:32:00,2019-04-16 06:32:00,0,6.39,1.0

w_rs,2019-04-16 06:59:00,2019-04-16 06:59:00,1,1.6,1.0

w_bw,2019-04-16 07:25:00,2019-04-16 07:25:00,0,3.52,1.0

rd_end_south,2019-04-16 07:27:00,2019-04-16 07:27:00,0,5.33,1.0

o_w_1,2019-04-16 07:32:00,2019-04-16 07:32:00,2,8.25,1.0

w_gy2,2019-04-16 07:49:00,2019-04-16 07:49:00,1,2.18,1.0

b_rt,2019-04-16 07:50:00,2019-04-16 07:50:00,2,3.22,1.0

b_end_west,2019-04-16 07:56:00,2019-04-16 07:56:00,0,2.01,1.0

v_rs,2019-04-16 08:17:00,2019-04-16 08:17:00,1,5.21,1.0

b_end_west,2019-04-16 08:25:00,2019-04-16 08:25:00,0,2.01,1.0

b_rd_dupe,2019-04-16 08:30:00,2019-04-16 08:30:00,0,4.77,1.0

rt_end_south,2019-04-16 08:34:00,2019-04-16 08:34:00,2,6.78,1.0

rd_end_north,2019-04-16 08:35:00,2019-04-16 08:35:00,0,3.33,1.0

rt_end_north,2019-04-16 08:54:00,2019-04-16 08:54:00,2.0,11.93,1.0

w_gy1,2019-04-16 08:55:00,2019-04-16 08:55:00,1,9.29,1.0

w_rt,2019-04-16 09:12:00,2019-04-16 09:12:00,2,8.14,2.0

bstub_w,2019-04-16 09:22:00,2019-04-16 09:22:00,0,3.64,1.0

b_rs,2019-04-16 09:23:00,2019-04-16 09:23:00,1,7.26,1.0

v_rc,2019-04-16 10:11:00,2019-04-16 10:11:00,1,5.52,1.0

g_rc,2019-04-16 10:12:00,2019-04-16 10:12:00,2,5.6,1.0

y_rh,2019-04-16 10:15:00,2019-04-16 10:15:00,0,10.91,1.0

b_tt_3_dupe,2019-04-16 10:26:00,2019-04-16 10:26:00,2,7.48,1.0

rc_end_south,2019-04-16 10:33:00,2019-04-16 10:33:00,2,11.27,1.0

b_rh,2019-04-16 10:56:00,2019-04-16 10:56:00,0,8.45,1.0

o_rs,2019-04-16 10:59:00,2019-04-16 10:59:00,1,6.87,1.0

y_rc,2019-04-16 11:38:00,2019-04-16 11:38:00,2,0.0,1.0

y_rt,2019-04-16 11:40:00,2019-04-16 11:40:00,0,7.0,1.0

rd_end_south_dupe,2019-04-16 11:43:00,2019-04-16 11:43:00,0,10.14,1.0

y_gy1,2019-04-16 11:47:00,2019-04-16 11:47:00,2,0.0,1.0

b_tt_2_dupe,2019-04-16 11:55:00,2019-04-16 11:55:00,2,9.9,1.0

b_w,2019-04-16 11:57:00,2019-04-16 11:57:00,1,3.52,1.0

o_gy2,2019-04-16 12:02:00,2019-04-16 12:02:00,1,3.87,1.0

nature_end_west,2019-04-16 12:03:00,2019-04-16 12:03:00,0,17.16,2.0

b_gy2,2019-04-16 12:07:00,2019-04-16 12:07:00,1,3.64,1.0

b_o,2019-04-16 12:16:00,2019-04-16 12:16:00,2,5.25,2.0

b_tt_3_dupe,2019-04-16 12:17:00,2019-04-16 12:17:00,0,13.43,2.0

w_rt,2019-04-16 12:18:00,2019-04-16 12:18:00,2,11.61,2.0

w_tt,2019-04-17 06:05:00,2019-04-17 06:05:00,0,0.0,1.0

b_rd_dupe,2019-04-17 06:08:00,2019-04-17 06:08:00,0,7.08,1.0

o_gy2,2019-04-17 06:34:00,2019-04-17 06:34:00,1,3.77,1.0

o_w_1,2019-04-17 06:35:00,2019-04-17 06:35:00,2,1.89,1.0

nature_end_west,2019-04-17 06:48:00,2019-04-17 06:48:00,0,12.56,1.0

b_o,2019-04-17 06:51:00,2019-04-17 06:51:00,1,1.58,1.0

y_rh,2019-04-17 06:54:00,2019-04-17 06:54:00,0,1.92,1.0

o_rt,2019-04-17 07:09:00,2019-04-17 07:09:00,2,3.6,2.0

nature_end_west,2019-04-17 07:19:00,2019-04-17 07:19:00,0,1.76,1.0

y_rc,2019-04-17 07:47:00,2019-04-17 07:47:00,2,7.17,1.0

g_w,2019-04-17 07:52:00,2019-04-17 07:52:00,0,7.36,1.0

w_rs,2019-04-17 07:54:00,2019-04-17 07:54:00,1,3.76,1.0

b_bv,2019-04-17 08:16:00,2019-04-17 08:16:00,1,5.56,1.0

b_tt_3,2019-04-17 08:26:00,2019-04-17 08:26:00,0,8.22,1.0

b_w,2019-04-17 08:39:00,2019-04-17 08:39:00,1,3.37,1.0

w_gy2,2019-04-17 08:41:00,2019-04-17 08:41:00,1,3.8,1.0

rd_end_south_dupe,2019-04-17 08:51:00,2019-04-17 08:51:00,0,10.84,1.0

rd_end_south,2019-04-17 09:06:00,2019-04-17 09:06:00,0,0.0,1.0

w_rs,2019-04-17 09:07:00,2019-04-17 09:07:00,1,5.36,1.0

o_gy1,2019-04-17 09:46:00,2019-04-17 09:46:00,2,3.49,1.0

g_rt,2019-04-17 10:12:00,2019-04-17 10:12:00,2,5.21,1.0

b_rh,2019-04-17 10:13:00,2019-04-17 10:13:00,0,5.62,1.0

rt_end_south,2019-04-17 10:42:00,2019-04-17 10:42:00,2,5.2,1.0

rc_end_south,2019-04-17 10:45:00,2019-04-17 10:45:00,2,5.87,1.0

o_rs,2019-04-17 11:03:00,2019-04-17 11:03:00,1,3.44,1.0

o_gy1,2019-04-17 11:19:00,2019-04-17 11:19:00,2,5.28,1.0

g_rt,2019-04-17 11:42:00,2019-04-17 11:42:00,2,5.21,1.0

y_gy2,2019-04-17 11:43:00,2019-04-17 11:43:00,1,5.29,1.0

rh_end_north,2019-04-17 12:10:00,2019-04-17 12:10:00,0,5.6,1.0

b_bw,2019-04-17 12:23:00,2019-04-17 12:23:00,2,4.95,1.0

b_tt_2_dupe,2019-04-17 12:38:00,2019-04-17 12:38:00,2,3.05,1.0

g_rc,2019-04-17 12:48:00,2019-04-17 12:48:00,1,6.82,1.0

b_rd_dupe,2019-04-17 12:57:00,2019-04-17 12:57:00,0,5.21,1.0

b_tt_1,2019-04-17 13:02:00,2019-04-17 13:02:00,2,3.68,1.0

g_gy1,2019-04-17 13:05:00,2019-04-17 13:05:00,2,5.12,1.0

b_tt_2_dupe,2019-04-17 13:06:00,2019-04-17 13:06:00,1,8.83,1.0

b_rs,2019-04-17 13:18:00,2019-04-17 13:18:00,1,8.23,1.0

g_w,2019-04-17 13:30:00,2019-04-17 13:30:00,0,9.11,1.0

v_end_east,2019-04-17 13:33:00,2019-04-17 13:33:00,1,6.34,1.0

y_rt,2019-04-17 13:39:00,2019-04-17 13:39:00,0,6.88,1.0

w_bw,2019-04-17 14:09:00,2019-04-17 14:09:00,2,20.05,2.0

o_rt,2019-04-17 14:24:00,2019-04-17 14:24:00,2,3.5,2.0

o_tt,2019-04-17 14:28:00,2019-04-17 14:28:00,2,1.93,2.0

v_rt,2019-04-17 14:48:00,2019-04-17 14:48:00,2,8.25,2.0

tt_rt,2019-04-17 14:50:00,2019-04-17 14:50:00,2,0.0,2.0

o_rc,2019-04-17 15:15:00,2019-04-17 15:15:00,2,7.37,2.0

b_y,2019-04-17 15:17:00,2019-04-17 15:17:00,2,9.48,2.0

b_g,2019-04-17 15:23:00,2019-04-17 15:23:00,2,3.95,2.0

b_rd,2019-04-17 15:37:00,2019-04-17 15:37:00,1,24.42,2.0

rd_end_south_dupe,2019-04-17 15:42:00,2019-04-17 15:42:00,1,5.56,2.0

w_rt,2019-04-18 06:05:00,2019-04-18 06:05:00,2,3.53,1.0

w_tt,2019-04-18 06:09:00,2019-04-18 06:09:00,0,0.0,1.0

o_rh,2019-04-18 06:23:00,2019-04-18 06:23:00,0,3.21,1.0

b_gy2,2019-04-18 06:24:00,2019-04-18 06:24:00,1,2.16,1.0

rt_end_south,2019-04-18 06:43:00,2019-04-18 06:43:00,2,5.24,2.0

v_bv,2019-04-18 06:46:00,2019-04-18 06:46:00,1,7.19,1.0

b_rt,2019-04-18 06:51:00,2019-04-18 06:51:00,2,6.63,2.0

o_w_1,2019-04-18 07:21:00,2019-04-18 07:21:00,2,3.29,1.0

o_rt,2019-04-18 07:27:00,2019-04-18 07:27:00,2,0.0,1.0

o_rt,2019-04-18 07:29:00,2019-04-18 07:29:00,0,5.35,1.0

b_tt_2_dupe,2019-04-18 07:48:00,2019-04-18 07:48:00,2,7.98,1.0

b_rt,2019-04-18 07:50:00,2019-04-18 07:50:00,0.0,4.93,1.0

g_rc,2019-04-18 08:07:00,2019-04-18 08:07:00,1,3.9,1.0

b_tt_2_dupe,2019-04-18 08:19:00,2019-04-18 08:19:00,2,1.5,1.0

rc_end_south,2019-04-18 08:21:00,2019-04-18 08:21:00,0.0,10.81,1.0

b_gy2,2019-04-18 08:34:00,2019-04-18 08:34:00,1,9.46,1.0

tt_rt,2019-04-18 08:48:00,2019-04-18 08:48:00,2,1.6,2.0

b_y,2019-04-18 09:01:00,2019-04-18 09:01:00,1,5.37,1.0

b_rd_dupe,2019-04-18 09:21:00,2019-04-18 09:21:00,2,9.13,1.0

w_tt,2019-04-18 09:44:00,2019-04-18 09:44:00,2,5.58,1.0

g_gy2,2019-04-18 09:53:00,2019-04-18 09:53:00,1,3.41,1.0

rd_end_south,2019-04-18 10:00:00,2019-04-18 10:00:00,2,5.66,1.0

rh_end_tt_4,2019-04-18 10:08:00,2019-04-18 10:08:00,2,12.09,1.0

rs_end_south,2019-04-18 10:14:00,2019-04-18 10:14:00,0,4.48,1.0

o_gy1,2019-04-18 10:20:00,2019-04-18 10:20:00,0.0,7.54,1.0

w_rt,2019-04-18 10:22:00,2019-04-18 10:22:00,2,5.25,1.0

v_rd,2019-04-18 10:29:00,2019-04-18 10:29:00,0,11.63,1.0

rd_end_south,2019-04-18 10:33:00,2019-04-18 10:33:00,0,5.42,1.0

nature_end_west,2019-04-18 10:37:00,2019-04-18 10:37:00,0,12.56,1.0

rh_end_north,2019-04-18 10:56:00,2019-04-18 10:56:00,0,12.03,1.0

bstub_w,2019-04-18 11:09:00,2019-04-18 11:09:00,0,5.75,1.0

rc_end_south,2019-04-18 11:19:00,2019-04-18 11:19:00,1.0,9.87,1.0

w_gy1,2019-04-18 11:48:00,2019-04-18 11:48:00,1,3.52,1.0

v_rd,2019-04-18 11:50:00,2019-04-18 11:50:00,0,1.98,1.0

g_rs,2019-04-18 11:56:00,2019-04-18 11:56:00,1,9.1,1.0

rh_end_tt_3,2019-04-18 12:21:00,2019-04-18 12:21:00,0,8.54,1.0

b_gy2,2019-04-18 12:25:00,2019-04-18 12:25:00,1,3.76,1.0

b_bw,2019-04-18 12:26:00,2019-04-18 12:26:00,2,20.49,2.0

tt_rt,2019-04-18 12:32:00,2019-04-18 12:32:00,2,1.56,2.0

b_bv,2019-04-18 12:35:00,2019-04-18 12:35:00,1,5.56,1.0

b_rt,2019-04-18 12:36:00,2019-04-18 12:36:00,2,0.0,2.0

nature_end_west,2019-04-18 12:39:00,2019-04-18 12:39:00,2,8.68,2.0

rt_end_south,2019-04-18 12:57:00,2019-04-18 12:57:00,2,3.8,2.0

y_rt,2019-04-18 12:59:00,2019-04-18 12:59:00,2,0.0,2.0

b_rh,2019-04-18 13:03:00,2019-04-18 13:03:00,2,9.94,2.0

v_end_west,2019-04-18 13:33:00,2019-04-18 13:33:00,2,8.66,2.0

b_bv,2019-04-18 13:51:00,2019-04-18 13:51:00,1,2.19,1.0

b_tt_2,2019-04-18 14:17:00,2019-04-18 14:17:00,2,9.66,2.0

nature_end_west,2019-04-18 14:23:00,2019-04-18 14:23:00,2,11.88,2.0

v_rd,2019-04-18 14:27:00,2019-04-18 14:27:00,2,12.89,2.0

b_rd,2019-04-18 14:30:00,2019-04-18 14:30:00,2,3.27,2.0

b_g,2019-04-18 14:32:00,2019-04-18 14:32:00,1,1.61,1.0

v_bv,2019-04-18 14:48:00,2019-04-18 14:48:00,0.0,14.73,2.0

y_rh,2019-04-18 14:50:00,2019-04-18 14:50:00,2,12.47,2.0

w_bw,2019-04-18 14:53:00,2019-04-18 14:53:00,0,11.13,2.0

rd_end_north,2019-04-18 14:57:00,2019-04-18 14:57:00,0,8.92,2.0

b_v,2019-04-18 15:07:00,2019-04-18 15:07:00,0,1.98,2.0

b_rs,2019-04-19 06:12:00,2019-04-19 06:12:00,1,3.37,1.0

o_rs,2019-04-19 06:19:00,2019-04-19 06:19:00,1,5.2,1.0

w_rt,2019-04-19 06:35:00,2019-04-19 06:35:00,2,3.53,2.0

g_gy1,2019-04-19 06:48:00,2019-04-19 06:48:00,2,3.63,1.0

b_tt_3_dupe,2019-04-19 07:01:00,2019-04-19 07:01:00,2,9.22,2.0

w_rc,2019-04-19 07:03:00,2019-04-19 07:03:00,1,3.79,1.0

y_rh,2019-04-19 07:28:00,2019-04-19 07:28:00,0,7.14,1.0

tt_rt,2019-04-19 07:39:00,2019-04-19 07:39:00,2,3.34,1.0

y_rc,2019-04-19 07:58:00,2019-04-19 07:58:00,1,3.6,1.0

g_rc,2019-04-19 08:00:00,2019-04-19 08:00:00,1,3.58,1.0

b_g,2019-04-19 08:14:00,2019-04-19 08:14:00,1,5.51,2.0

b_gy2,2019-04-19 08:15:00,2019-04-19 08:15:00,0,15.13,1.0

y_gy2,2019-04-19 08:18:00,2019-04-19 08:18:00,0,1.69,1.0

rc_end_south,2019-04-19 08:31:00,2019-04-19 08:31:00,2,13.01,1.0

b_tt_2_dupe,2019-04-19 08:33:00,2019-04-19 08:33:00,2,12.43,1.0

w_rc,2019-04-19 08:36:00,2019-04-19 08:36:00,0,5.64,1.0

o_y_tt_end_west,2019-04-19 08:44:00,2019-04-19 08:44:00,2,12.05,1.0

rd_end_north,2019-04-19 08:50:00,2019-04-19 08:50:00,2,10.69,1.0

b_bv,2019-04-19 08:53:00,2019-04-19 08:53:00,1,3.87,1.0

rh_end_tt_1,2019-04-19 08:59:00,2019-04-19 08:59:00,2,5.4,1.0

w_tt,2019-04-19 09:13:00,2019-04-19 09:13:00,2,3.23,1.0

rh_end_south,2019-04-19 09:24:00,2019-04-19 09:24:00,2,10.37,1.0

b_rc,2019-04-19 09:39:00,2019-04-19 09:39:00,0,5.13,1.0

g_rt,2019-04-19 10:24:00,2019-04-19 10:24:00,2,7.0,1.0

v_rt,2019-04-19 10:25:00,2019-04-19 10:25:00,1.0,8.05,1.0

rc_end_north,2019-04-19 10:31:00,2019-04-19 10:31:00,1,2.63,1.0

rs_end_north,2019-04-19 10:36:00,2019-04-19 10:36:00,0.0,7.72,1.0

bstub_w,2019-04-19 10:38:00,2019-04-19 10:38:00,2,9.06,1.0

w_tt,2019-04-19 10:40:00,2019-04-19 10:40:00,1,9.32,1.0

o_tt,2019-04-19 10:51:00,2019-04-19 10:51:00,1,4.94,1.0

rd_end_north,2019-04-19 10:52:00,2019-04-19 10:52:00,0,12.62,1.0

b_rc,2019-04-19 10:55:00,2019-04-19 10:55:00,1,11.11,1.0

v_rt,2019-04-19 11:00:00,2019-04-19 11:00:00,0.0,4.32,1.0

rd_end_north,2019-04-19 11:33:00,2019-04-19 11:33:00,0,3.84,1.0

o_tt,2019-04-19 11:37:00,2019-04-19 11:37:00,0,9.06,1.0

w_bw,2019-04-19 11:42:00,2019-04-19 11:42:00,0,3.49,1.0

w_rs,2019-04-19 11:46:00,2019-04-19 11:46:00,1,4.01,1.0

o_gy1,2019-04-19 11:51:00,2019-04-19 11:51:00,0,7.13,1.0

b_rd,2019-04-19 11:53:00,2019-04-19 11:53:00,0,10.82,1.0

b_rd,2019-04-19 12:00:00,2019-04-19 12:00:00,2,24.42,2.0

w_rt,2019-04-19 12:14:00,2019-04-19 12:14:00,2,9.94,2.0

o_gy2,2019-04-19 12:22:00,2019-04-19 12:22:00,1,6.85,2.0

b_v,2019-04-19 12:29:00,2019-04-19 12:29:00,2,10.72,2.0

nature_end_west,2019-04-19 12:36:00,2019-04-19 12:36:00,2,9.09,2.0

y_rh,2019-04-19 13:29:00,2019-04-19 13:29:00,2,1.92,2.0

rh_end_tt_4,2019-04-19 13:40:00,2019-04-19 13:40:00,2,3.56,2.0

w_bw,2019-04-19 14:05:00,2019-04-19 14:05:00,2,8.89,2.0

y_rt,2019-04-19 14:13:00,2019-04-19 14:13:00,2,5.24,2.0

b_g,2019-04-19 14:15:00,2019-04-19 14:15:00,1,5.5,2.0

v_bv,2019-04-19 14:16:00,2019-04-19 14:16:00,0,14.73,2.0

o_tt,2019-04-19 14:21:00,2019-04-19 14:21:00,2,3.57,2.0

b_tt_3_dupe,2019-04-19 14:26:00,2019-04-19 14:26:00,2,9.72,2.0

rh_end_tt_3,2019-04-19 14:31:00,2019-04-19 14:31:00,2,11.83,2.0

w_gy1,2019-04-20 06:18:00,2019-04-20 06:18:00,2,1.76,1.0

o_rc,2019-04-20 06:28:00,2019-04-20 06:28:00,1,5.2,1.0

y_gy2,2019-04-20 06:48:00,2019-04-20 06:48:00,1,5.19,1.0

rh_end_tt_4,2019-04-20 06:55:00,2019-04-20 06:55:00,0,6.51,1.0

v_rd,2019-04-20 06:58:00,2019-04-20 06:58:00,0,5.75,1.0

y_rt,2019-04-20 06:59:00,2019-04-20 06:59:00,2,5.34,1.0

v_rs,2019-04-20 07:25:00,2019-04-20 07:25:00,1,8.84,1.0

o_tt,2019-04-20 07:30:00,2019-04-20 07:30:00,2,3.57,2.0

b_rt,2019-04-20 07:31:00,2019-04-20 07:31:00,0,9.2,1.0

y_rt,2019-04-20 07:33:00,2019-04-20 07:33:00,2,3.45,1.0

b_y,2019-04-20 07:37:00,2019-04-20 07:37:00,1,7.29,1.0

g_rt,2019-04-20 07:49:00,2019-04-20 07:49:00,0,3.37,1.0

o_rt,2019-04-20 07:51:00,2019-04-20 07:51:00,2,1.6,1.0

o_tt,2019-04-20 08:04:00,2019-04-20 08:04:00,2,3.57,2.0

y_rh,2019-04-20 08:15:00,2019-04-20 08:15:00,2,5.46,2.0

g_rs,2019-04-20 08:17:00,2019-04-20 08:17:00,1,5.53,1.0

g_rt,2019-04-20 08:23:00,2019-04-20 08:23:00,0,1.64,1.0

b_rh,2019-04-20 08:51:00,2019-04-20 08:51:00,0,5.12,1.0

g_gy2,2019-04-20 09:06:00,2019-04-20 09:06:00,1,2.22,1.0

b_rd_dupe,2019-04-20 09:12:00,2019-04-20 09:12:00,0,5.45,1.0

b_v,2019-04-20 09:23:00,2019-04-20 09:23:00,0,3.27,1.0

rs_end_south,2019-04-20 09:25:00,2019-04-20 09:25:00,2,8.27,1.0

v_rc,2019-04-20 09:36:00,2019-04-20 09:36:00,1,7.1,1.0

g_rc,2019-04-20 09:57:00,2019-04-20 09:57:00,1,1.74,1.0

rt_end_south,2019-04-20 10:10:00,2019-04-20 10:10:00,0,12.49,1.0

y_rc,2019-04-20 10:14:00,2019-04-20 10:14:00,2,2.35,1.0

rh_end_tt_2,2019-04-20 10:29:00,2019-04-20 10:29:00,0,3.77,1.0

v_rt,2019-04-20 10:32:00,2019-04-20 10:32:00,1,3.86,1.0

w_tt,2019-04-20 10:34:00,2019-04-20 10:34:00,0,3.31,1.0

o_rc,2019-04-20 10:44:00,2019-04-20 10:44:00,2,5.11,1.0

o_w_1,2019-04-20 10:50:00,2019-04-20 10:50:00,0,3.64,1.0

b_o,2019-04-20 10:53:00,2019-04-20 10:53:00,2,5.37,1.0

rh_end_tt_2,2019-04-20 11:08:00,2019-04-20 11:08:00,0,1.71,1.0

rd_end_south,2019-04-20 11:32:00,2019-04-20 11:32:00,0,8.64,1.0

park_east,2019-04-20 11:44:00,2019-04-20 11:44:00,2,3.28,1.0

